feature,coef,abs_coef
und2_nb::fast_in_out_balance_ratio_1h,-0.03862102548873461,0.03862102548873461
out_nb::in_small_amount_ratio,-0.03828772810916028,0.03828772810916028
in_nb::txn_interarrival_min_min,-0.03806459279766055,0.03806459279766055
und_nb::out_amount_max,-0.03764585018328987,0.03764585018328987
und2_nb::prior_in_before_out_count_6h,-0.03763857891751426,0.03763857891751426
delta::burst_day_txn_ratio,-0.037580181921762705,0.037580181921762705
und2_nb::in_self_loop_count,-0.03693437922320454,0.03693437922320454
und2_nb::total_self_loop_count,-0.03693437922320454,0.03693437922320454
und2_nb::out_self_loop_count,-0.03693437922320454,0.03693437922320454
in_nb::activity_hour_txn_max_ratio,-0.03682207412323329,0.03682207412323329
delta::in_night_txn_count,-0.03666419567872681,0.03666419567872681
in_nb::multi_in_one_out_count_24h,-0.036374451724199036,0.036374451724199036
delta::prior_in_before_out_mean_delay_min_6h,0.03534993487563886,0.03534993487563886
out_nb::max_next_out_count_after_in_24h,-0.03514304877241052,0.03514304877241052
in_nb::in_counterparty_nunique,-0.03472386904915996,0.03472386904915996
und2_nb::in_round_1000_ratio,-0.0347007733981686,0.0347007733981686
mix::counterparty_txn_mean,-0.03466546666747688,0.03466546666747688
out_nb::prior_in_before_out_mean_delay_min_24h,-0.03464748797670405,0.03464748797670405
out_nb::txn_interarrival_min_min,-0.034532305863689876,0.034532305863689876
in_nb::in_large_amount_ratio,-0.03450401688428377,0.03450401688428377
in_nb::monthly_txn_count_mean,-0.03448501677314087,0.03448501677314087
in_nb::out_txn_count,-0.03448501677314087,0.03448501677314087
und_nb::out_small_amount_ratio,-0.034474064532171535,0.034474064532171535
und_nb::daily_txn_count_std,0.03445258976533131,0.03445258976533131
in_nb::fast_in_out_count_1h,-0.034022044698730325,0.034022044698730325
delta::in_amount_median,-0.03393358811187524,0.03393358811187524
und2_nb::fast_in_out_out_amount_ratio_24h,-0.033883975584688426,0.033883975584688426
delta::total_txn_count,-0.03369174159789198,0.03369174159789198
delta::daily_amount_sum_mean,-0.03338877357375613,0.03338877357375613
und_nb::one_in_multi_out_in_amount_ratio_24h,-0.03334174356778255,0.03334174356778255
delta::monthly_txn_count_mean,-0.03311210391611881,0.03311210391611881
delta::out_txn_count,-0.03311210391611881,0.03311210391611881
und_nb::last_month_txn_count,-0.03310492346302252,0.03310492346302252
delta::counterparty_amount_max,-0.03300253446540162,0.03300253446540162
delta::total_amount_sum,-0.03284073505247005,0.03284073505247005
self::prior_in_before_out_mean_delay_min_6h,-0.03266110971206691,0.03266110971206691
out_nb::fast_in_out_mean_delay_min_1h,-0.032395976392509636,0.032395976392509636
in_nb::multi_in_one_out_mean_amount_ratio_24h,-0.032334123830474425,0.032334123830474425
delta::out_amount_sum,-0.032238989793552095,0.032238989793552095
delta::monthly_amount_sum_mean,-0.032238989793552095,0.032238989793552095
und2_nb::in_amount_max,0.03214016903823405,0.03214016903823405
delta::in_round_1000_count,-0.03203877540512136,0.03203877540512136
delta::in_amount_mean,-0.031681603155786074,0.031681603155786074
delta::in_amount_per_txn,-0.031681603155786074,0.031681603155786074
delta::daily_amount_sum_max,-0.03146714250526978,0.03146714250526978
delta::monthly_amount_sum_std,-0.031346866900812745,0.031346866900812745
delta::in_out_count_ratio,0.030993451659274012,0.030993451659274012
delta::in_amount_sum,-0.03038942589483242,0.03038942589483242
delta::daily_txn_count_std,0.030268269769793812,0.030268269769793812
und_nb::fast_in_out_in_amount_ratio_1h,-0.030080380023688555,0.030080380023688555
self::fast_in_out_mean_delay_min_6h,-0.030039925970033757,0.030039925970033757
delta::daily_amount_sum_std,-0.029932005762930314,0.029932005762930314
und_nb::counterparty_amount_max,-0.029859797916061807,0.029859797916061807
und2_nb::fast_in_out_balance_ratio_6h,-0.029729340334869306,0.029729340334869306
und_nb::total_amount_sum,-0.029502155664017496,0.029502155664017496
in_nb::fast_in_out_in_amount_ratio_1h,-0.029496446252204985,0.029496446252204985
und_nb::monthly_amount_sum_cv,0.02906026018032711,0.02906026018032711
und_nb::out_amount_sum,-0.028999599048207744,0.028999599048207744
und_nb::monthly_amount_sum_mean,-0.02899959904820773,0.02899959904820773
self::in_active_days,-0.02825413496935285,0.02825413496935285
in_nb::out_amount_sum,-0.028162603049045987,0.028162603049045987
in_nb::monthly_amount_sum_mean,-0.028162603049045897,0.028162603049045897
delta::in_out_amount_ratio,-0.028081777414654265,0.028081777414654265
out_nb::burst_day_txn_ratio,-0.02800576344183323,0.02800576344183323
und2_nb::prior_in_before_out_count_1h,-0.027980325888617968,0.027980325888617968
und_nb::daily_amount_sum_mean,-0.02775080783562924,0.02775080783562924
in_nb::out_amount_max,-0.027613936865949616,0.027613936865949616
und_nb::daily_amount_sum_max,-0.02757092623348589,0.02757092623348589
und_nb::monthly_txn_count_mean,-0.02756969296280172,0.02756969296280172
und_nb::out_txn_count,-0.02756969296280172,0.02756969296280172
in_nb::fast_in_out_count_24h,-0.027363585440714103,0.027363585440714103
und_nb::monthly_amount_sum_std,-0.02734550577523633,0.02734550577523633
self::in_night_txn_ratio,-0.027318808269639526,0.027318808269639526
und_nb::in_amount_sum,-0.02715214674963104,0.02715214674963104
self::fast_in_out_mean_delay_min_24h,-0.027113434263438593,0.027113434263438593
und2_nb::out_round_1000_ratio,-0.026947008299043094,0.026947008299043094
out_nb::out_round_1000_ratio,-0.026926728001195045,0.026926728001195045
in_nb::monthly_txn_count_std,-0.026906113782495085,0.026906113782495085
out_nb::fast_in_out_out_amount_ratio_6h,-0.02681938918686121,0.02681938918686121
in_nb::prior_in_before_out_out_amount_ratio_24h,0.026411110770200166,0.026411110770200166
self::prior_in_before_out_mean_delay_min_24h,-0.026340035773442155,0.026340035773442155
in_nb::total_amount_sum,-0.026329941819796882,0.026329941819796882
delta::activity_hour_entropy,-0.026319087965699175,0.026319087965699175
und2_nb::in_out_amount_ratio,-0.02627989699316035,0.02627989699316035
in_nb::out_large_amount_count,-0.026278983561602454,0.026278983561602454
delta::monthly_txn_count_std,-0.02625112855836739,0.02625112855836739
