account_id,node2vec_00,node2vec_01,node2vec_02,node2vec_03,node2vec_04,node2vec_05,node2vec_06,node2vec_07
10411,0.01879622,-0.009140193,0.06920183,-0.09698443,-0.080326974,0.10463169,-0.0039061606,-0.062301636
3773,0.08195563,0.11830668,0.029692397,-0.10079183,0.087621406,0.12353717,-0.0703446,-0.060059413
10426,-2.0736008,0.21928664,-1.0458605,0.49667087,-1.0825977,-0.9769124,1.3674688,-1.419168
1230,0.05600278,-0.049511805,-0.07021628,0.11098878,0.036441043,0.05912906,0.024356186,-0.09089759
8091,0.12027781,0.11751519,-0.06757566,0.08479157,-0.09868711,-0.12021504,-0.078055665,0.108262956
3388,0.114809036,0.038552046,-0.036400706,0.054221794,0.038142696,-0.018693551,0.05604489,-0.025389016
8445,-0.09120345,-0.010857344,-0.05001822,-0.020252496,-0.03798823,0.109207794,-0.102228165,-0.09774473
10055,-0.07683432,0.036915928,0.043745622,-0.052681506,-0.11277583,0.028224364,-0.040548444,0.122469336
7018,0.00037709667,-0.518679,-0.40716356,2.5330446,0.113770865,-0.85155994,1.3084555,0.46593383
10978,-0.07968034,-0.5773009,-0.55752164,2.7042198,0.021029912,-0.93388057,1.3338258,0.43144494
3772,-0.10624668,-0.0062690526,0.025411889,-0.08524059,0.030221432,-0.0431028,-0.10842711,-0.07730554
3378,0.017500967,0.050043523,0.072384655,-0.005604431,0.057546213,0.12191059,0.019811481,0.07012282
8927,0.14464141,-0.5717322,-0.3075451,3.5279984,0.547927,-1.2493842,1.634535,0.5912494
3778,0.19523826,-0.6234927,-0.34116665,3.4917746,0.47945228,-1.3138604,1.4284626,0.59446234
3393,0.026544482,0.03813742,0.05218044,-0.07857387,-0.095643654,0.029735863,-0.08484815,-0.033489972
8753,-0.07867344,0.0400576,-0.045119807,0.02754572,-0.054038838,0.009030834,0.017861158,0.04964626
2413,0.0902811,0.05633293,0.078425154,-0.006539449,-0.10214472,-0.053852826,-0.0170279,0.0029237121
10064,0.28685984,-0.3927044,-0.2788486,1.694803,-0.26676613,-1.9459879,0.6184712,-0.6960827
10063,-0.017274946,0.095010534,0.05657026,0.032607436,0.0625657,0.010778412,0.021876782,0.0072160363
11038,-0.02984333,0.03360921,-0.04987161,-0.017071664,0.06581794,-0.10465306,0.07553725,0.08174886
9874,-0.058823705,-0.03649552,0.1038914,-0.08642748,0.10699625,0.11429179,0.100195706,0.02299665
9870,-0.0943397,0.06274891,-0.10430454,-0.08437264,-0.02244562,0.04434286,0.101733714,0.045055583
3472,-0.08093493,0.051974326,0.008539528,-0.09369323,-0.12234652,0.0472406,-0.008448198,0.020790666
2971,-0.10375209,-0.09732287,0.08640216,0.0014504641,0.08003236,0.042221934,-0.12315668,-0.067152694
93,0.038125113,-0.083389044,0.08849785,0.012541786,-0.089150965,0.09224953,-0.03249222,-0.028611854
7860,0.102695346,0.050192237,0.098977774,0.03550449,-0.0022978485,-0.04548195,0.033644065,0.0965668
2969,0.10244246,-0.12284914,-0.007865205,0.09872721,0.058642283,-0.005754605,-0.03837891,0.07552248
89,-0.053027883,-0.042535126,-0.07851753,0.08923811,0.089766905,0.06150998,-0.119191214,-0.0248404
9871,-0.12170307,0.090364054,-0.00884141,0.104329094,0.010293797,0.1043942,-0.054404274,-0.03694454
10549,-0.09536554,0.04127516,-0.032906666,0.021936253,0.036355123,0.044526413,0.065165594,0.086426094
7853,-0.12263012,0.060320884,-0.054851204,-0.12318182,0.12462884,-0.044204623,-0.057630867,-0.10775691
4625,0.053748876,-0.046462372,-0.042121843,-0.04173222,-0.095403716,-0.10853417,-0.11932206,0.040381208
10548,-0.11856389,-0.06753962,-0.0667932,-0.114736885,-0.025548235,0.020177647,0.029051498,0.06927076
1521,0.035847843,-0.085385635,-0.05557622,0.022728458,0.10416499,0.08269268,-0.04981856,0.07690786
6585,-0.076711595,-0.06248948,-0.00467366,-0.040241614,-0.065255865,-0.09123623,0.037895024,0.10862625
92,0.06425971,0.025569305,0.009600297,0.016328484,-0.077966735,0.038239703,-0.0413415,0.0023239106
10553,0.31969833,-0.6033543,-0.3322802,1.7974688,0.037792597,-1.8940208,0.61611706,-0.76913184
1524,0.076019645,0.058560997,0.09148005,-0.08983864,0.106936514,-0.08758883,0.12110032,0.10353707
9873,-0.08988215,0.03893608,0.0562537,0.07877821,0.11474708,-0.0442328,-0.105411634,0.067047015
7851,0.00029365718,0.068364754,-0.039466247,0.12301262,0.005352691,-0.09261456,-0.09017511,-0.111231565
6588,-0.014575094,0.09643011,-0.09274872,-0.001738131,0.12022278,-0.020658344,-0.05106625,0.07559304
6242,0.21859373,-0.48309153,-0.38637805,1.6708422,-0.08089966,-1.9001245,0.573936,-0.8145412
91,0.38481274,-0.51125073,-0.25290015,1.8586922,-0.10342633,-1.7803301,0.54231536,-0.867528
9861,-0.034058437,0.08389576,-0.11785145,-0.09982659,0.029009566,-0.12164359,-0.05400592,0.101543635
10543,-0.11994101,0.06325513,-0.014483556,-0.04215312,-0.054836035,-0.010715663,0.091098905,0.014872432
7859,-0.0025516152,0.08783428,0.1028581,0.10033889,-0.09006521,0.03352028,0.07127099,-0.08869448
6581,-0.03610094,0.007128209,0.024577022,0.11099325,0.12429242,-0.08010563,-0.044564247,0.0011096895
9875,0.08443907,0.055335224,-0.10767944,0.051870108,-0.08540249,0.04235807,-0.025688246,0.09523237
6236,0.3302188,-0.62532383,-0.3165681,1.9934343,0.023080975,-2.0699,0.75670224,-0.7471028
