root_account_id,path_type,account_1,account_2,account_3,label_1,label_2,label_3,time_1,time_2,delay_hours,amount_1,amount_2,amount_ratio,path_evidence_score
4925,root_mid_out_24h,4925,9429,8035,其它,其它,其它,2025-09-26 14:40:36,2025-09-26 16:49:49,2.153611111111111,1000.0,59200000.0,59200.0,0.9102662037037037
6625,root_mid_out_24h,6625,8688,1626,其它,其它,其它,2025-08-28 09:39:05,2025-08-28 15:22:03,5.716111111111111,359141.44,24637.0,0.06859971380634883,0.8990281313164012
6625,root_mid_out_24h,6625,5989,1626,其它,其它,其它,2025-08-28 09:39:05,2025-08-28 15:22:03,5.716111111111111,359141.44,24637.0,0.06859971380634883,0.8990281313164012
6625,root_mid_out_24h,6625,8688,4139,其它,其它,其它,2025-08-28 09:39:05,2025-08-28 15:22:02,5.715833333333333,359141.44,9855.81,0.027442697785028648,0.816725673347835
6625,root_mid_out_24h,6625,5989,4139,其它,其它,其它,2025-08-28 09:39:05,2025-08-28 15:22:02,5.715833333333333,359141.44,9855.81,0.027442697785028648,0.816725673347835
6625,root_mid_out_24h,6625,8688,1046,其它,其它,其它,2025-08-28 09:39:05,2025-08-28 15:22:02,5.715833333333333,359141.44,5530.0,0.015397833232500265,0.7926359442427782
6625,root_mid_out_24h,6625,5989,1046,其它,其它,其它,2025-08-28 09:39:05,2025-08-28 15:22:02,5.715833333333333,359141.44,5530.0,0.015397833232500265,0.7926359442427782
6739,root_mid_out_24h,6739,9429,6475,其它,其它,其它,2025-09-18 10:52:12,2025-09-18 16:37:51,5.760833333333333,7473523.0,45000000.0,6.021256641613332,0.7599652777777778
6739,root_mid_out_24h,6739,4577,6475,其它,其它,其它,2025-09-18 10:52:12,2025-09-18 16:37:51,5.760833333333333,7473523.0,45000000.0,6.021256641613332,0.7599652777777778
6739,root_mid_out_24h,6739,9429,10710,其它,其它,其它,2025-09-18 10:52:12,2025-09-18 17:13:00,6.346666666666667,7473523.0,15000000.0,2.0070855472044444,0.7355555555555555
6739,root_mid_out_24h,6739,4577,10710,其它,其它,其它,2025-09-18 10:52:12,2025-09-18 17:13:00,6.346666666666667,7473523.0,15000000.0,2.0070855472044444,0.7355555555555555
6739,root_mid_out_24h,6739,9429,6416,其它,其它,其它,2025-09-18 10:52:12,2025-09-18 18:14:37,7.373611111111111,7473523.0,69300000.0,9.272735228084533,0.6927662037037037
6739,root_mid_out_24h,6739,4577,6416,其它,其它,其它,2025-09-18 10:52:12,2025-09-18 18:14:37,7.373611111111111,7473523.0,69300000.0,9.272735228084533,0.6927662037037037
6739,root_mid_out_24h,6739,4577,10265,其它,其它,其它,2025-08-06 15:24:37,2025-08-07 08:50:13,17.426666666666666,6474386.0,14167238.4,2.1881979851062323,0.27388888888888896
6739,root_mid_out_24h,6739,9429,10265,其它,其它,其它,2025-08-06 15:24:37,2025-08-07 08:50:13,17.426666666666666,6474386.0,14167238.4,2.1881979851062323,0.27388888888888896
6739,root_mid_out_24h,6739,9429,10265,其它,其它,其它,2025-09-18 10:52:12,2025-09-19 08:50:12,21.966666666666665,7473523.0,55004554.62,7.359923107214629,0.08472222222222225
